"X..ve.word.count.","X..ve.word.count..1","X.overall.polarity.","X.times.change.in.pol.","X.largest...cont.","X.largest...cont..1","X.capital.letters.","X.punctuation.","emoji_count","laughter_exp_count"
0,1,-1,0,0,1,7,0,15,0
1,0,2,0,1,0,1,0,22,0
0,0,0,0,0,0,2,0,18,0
1,0,2,0,1,0,6,1,14,0
1,0,2,0,1,0,1,0,18,0
0,1,-1,0,0,1,11,3,24,0
1,0,1,0,1,0,4,0,28,0
0,0,0,0,0,0,1,0,26,0
0,0,0,0,0,0,6,0,29,0
2,0,2,0,2,0,3,0,12,0
0,1,-1,0,0,1,3,0,16,0
0,0,0,0,0,0,6,2,28,0
1,1,1,1,1,1,5,0,26,0
0,0,0,0,0,0,3,0,16,0
0,0,0,0,0,0,12,0,20,0
0,0,0,0,0,0,11,0,20,0
0,0,0,0,0,0,1,0,17,0
0,0,0,0,0,0,1,1,14,0
1,0,2,0,1,0,1,0,20,0
1,0,1,0,1,0,3,0,24,0
0,3,-3,0,0,3,2,0,17,0
0,0,0,0,0,0,3,0,10,0
0,0,0,0,0,0,9,0,15,0
0,1,-1,0,0,1,9,0,22,0
1,0,1,0,1,0,7,0,27,0
0,0,0,0,0,0,15,1,25,0
0,0,0,0,0,0,4,0,24,0
0,1,-1,0,0,1,1,0,10,0
0,0,0,0,0,0,3,0,21,0
1,1,-1,1,1,1,2,0,16,0
1,1,0,1,1,1,8,0,21,0
0,0,0,0,0,0,16,0,25,0
0,0,0,0,0,0,21,0,41,0
4,0,6,0,4,0,6,0,13,0
0,0,0,0,0,0,3,0,19,0
2,0,2,0,2,0,6,1,25,0
0,0,0,0,0,0,11,0,19,0
0,0,0,0,0,0,9,1,26,0
0,0,0,0,0,0,9,0,19,0
0,0,0,0,0,0,1,0,13,0
0,0,0,0,0,0,20,0,31,0
1,0,1,0,1,0,8,0,17,0
0,0,0,0,0,0,4,0,14,0
2,0,3,0,2,0,6,0,16,0
0,0,0,0,0,0,14,0,25,0
1,0,2,0,1,0,12,2,25,0
0,2,-2,0,0,2,2,0,3,0
0,0,0,0,0,0,10,0,26,0
0,0,0,0,0,0,1,0,13,0
1,0,1,0,1,0,3,1,7,0
0,0,0,0,0,0,17,0,36,0
1,1,0,1,1,1,1,2,10,0
1,0,1,0,1,0,2,0,9,0
0,0,0,0,0,0,15,0,30,0
0,0,0,0,0,0,3,0,9,0
0,0,0,0,0,0,4,1,16,0
