"X..ve.word.count.","X..ve.word.count..1","X.overall.polarity.","X.times.change.in.pol.","X.largest...cont.","X.largest...cont..1","X.capital.letters.","X.punctuation.","emoji_count","laughter_exp_count"
0,0,0,0,0,0,10,0,22,0
0,4,-4,0,0,4,5,0,10,0
0,0,0,0,0,0,4,0,21,0
0,0,0,0,0,0,3,0,30,0
1,0,1,0,1,0,11,0,13,0
1,0,1,0,1,0,2,0,5,0
0,0,0,0,0,0,3,1,18,0
0,0,0,0,0,0,7,0,17,0
0,1,-1,0,0,1,2,0,11,0
0,1,-2,0,0,1,8,0,21,0
1,0,1,0,1,0,1,0,11,0
2,0,4,0,2,0,4,0,14,0
1,0,1,0,1,0,2,0,27,0
0,1,-2,0,0,1,2,0,24,0
0,1,-2,0,0,1,16,2,29,0
1,0,1,0,1,0,15,0,39,0
0,0,0,0,0,0,26,0,34,0
0,1,-1,0,0,1,3,0,12,0
0,0,0,0,0,0,7,0,15,0
0,0,0,0,0,0,9,0,15,0
0,0,0,0,0,0,12,0,21,0
0,0,0,0,0,0,10,0,27,0
0,0,0,0,0,0,11,0,17,0
0,0,0,0,0,0,19,0,36,0
0,0,0,0,0,0,12,0,25,0
1,1,1,1,1,1,6,0,22,0
0,0,0,0,0,0,14,0,24,0
